id,name,category
fishing_aquaculture-type_fishing_services,Fishing services,Fishing/Aquaculture/Hunting
fishing_aquaculture-type_prepared_fish,Prepared fish,Fishing/Aquaculture/Hunting
fishing_aquaculture-type_wild_caught_fish_game,Wild-caught fish and game,Fishing/Aquaculture/Hunting
freight_flight-route_type_air_transport_freight_services-distance_na-weight_na-rf_na-method_na-aircraft_type_na-distance_uplift_na,Air transport freight services,Air Freight
freight_flight-route_type_domestic-distance_gt_1000km_lt_3500km-weight_gt_100t-rf_included,Domestic air freight >1000km and <3500km distance >100t weight - with RF effect,Air Freight
freight_flight-route_type_domestic-distance_gt_3500km-weight_gt_100t-rf_included,Domestic air freight >3500km distance >100t weight - with RF effect,Air Freight
freight_flight-route_type_domestic-distance_gt_500km_lt_1000km-weight_gt_100t-rf_included,Domestic air freight >500km and <1000km distance >100t weight - with RF effect,Air Freight
freight_flight-route_type_domestic-distance_gt_500km_lt_1000km-weight_gt_10t_lt_25t-rf_included,Domestic air freight >500km and <1000km distance >10t and <25t weight - with RF effect,Air Freight
freight_flight-route_type_domestic-distance_gt_500km_lt_1000km-weight_gt_26t_lt_100t-rf_included,Domestic air freight >500km and <1000km distance >26t and <100t weight - with RF effect,Air Freight
freight_flight-route_type_domestic-distance_lt_500km-weight_gt_100t-rf_included,Domestic air freight <500km distance >100t weight - with RF effect,Air Freight
freight_flight-route_type_domestic-distance_lt_500km-weight_gt_10t_lt_25t-rf_included,Domestic air freight <500km distance >10t and <25t weight - with RF effect,Air Freight
freight_flight-route_type_domestic-distance_lt_500km-weight_gt_26t_lt_100t-rf_included,Domestic air freight <500km distance >26t and <100t weight - with RF effect,Air Freight
freight_flight-route_type_domestic-distance_na-weight_na-rf_excluded,Domestic air freight - without RF effect,Air Freight
freight_flight-route_type_domestic-distance_na-weight_na-rf_excluded-method_na-aircraft_type_na-distance_uplift_na,Freight flights - Domestic - without RF effect,Air Freight
freight_flight-route_type_domestic-distance_na-weight_na-rf_included-method_na-aircraft_type_na-distance_uplift_na,Freight flights - Domestic - with RF effect,Air Freight
freight_flight-route_type_domestic-distance_na-weight_na-rf_na,Domestic air freight - RF effect unknown,Air Freight
freight_flight-route_type_domestic-distance_short_haul_lt_3700km-weight_na-rf_included,International air freight short haul - with RF effect,Air Freight
freight_flight-route_type_international-distance_long_haul-weight_na-rf_excluded-method_na-aircraft_type_na-distance_uplift_na,Freight flights - Long haul - without RF effect,Air Freight
freight_flight-route_type_international-distance_long_haul-weight_na-rf_included-method_na-aircraft_type_na-distance_uplift_na,Freight flights - Long haul - with RF effect,Air Freight
freight_flight-route_type_international-distance_long_haul_gt_3700km-weight_na-rf_included,International air freight long haul - with RF effect,Air Freight
freight_flight-route_type_international-distance_na-weight_na-rf_na,International air freight - RF effect unknown,Air Freight
freight_flight-route_type_international-distance_short_haul-weight_na-rf_excluded-method_na-aircraft_type_na-distance_uplift_na,Freight flights - Short haul - without RF effect,Air Freight
freight_flight-route_type_international-distance_short_haul-weight_na-rf_included-method_na-aircraft_type_na-distance_uplift_na,Freight flights - Short haul - with RF effect,Air Freight
freight_flight-route_type_na-distance_long_haul_gt_3700km-weight_na-rf_excluded,Long-haul air freight - to/from UK - without RF effect,Air Freight
freight_flight-route_type_na-distance_long_haul_gt_3700km-weight_na-rf_excluded-method_en16258-aircraft_type_belly_freight-distance_uplift_excluded,Long haul air freight (>3700km) - Belly freight - EN16258,Air Freight
freight_flight-route_type_na-distance_long_haul_gt_3700km-weight_na-rf_excluded-method_en16258-aircraft_type_freighter-distance_uplift_excluded,Long haul air freight (> 3700 km) - Freighter - EN16258,Air Freight
freight_flight-route_type_na-distance_long_haul_gt_3700km-weight_na-rf_excluded-method_en16258-aircraft_type_na-distance_uplift_excluded,Long haul air freight (> 3700 km) - EN16258,Air Freight
freight_flight-route_type_na-distance_long_haul_gt_3700km-weight_na-rf_excluded-method_iata_rp1678-aircraft_type_belly_freight-distance_uplift_included,Long haul air freight (> 3700 km) - Belly freight - IATA RP1678,Air Freight
freight_flight-route_type_na-distance_long_haul_gt_3700km-weight_na-rf_excluded-method_iata_rp1678-aircraft_type_freighter-distance_uplift_included,Long haul air freight (> 3700 km) - Freighter - IATA RP1678,Air Freight
freight_flight-route_type_na-distance_long_haul_gt_3700km-weight_na-rf_excluded-method_iata_rp1678-aircraft_type_na-distance_uplift_included,Long haul air freight (> 3700 km) - IATA RP1678,Air Freight
freight_flight-route_type_na-distance_long_haul_gt_3700km-weight_na-rf_included,Long-haul air freight - to/from UK - with RF effect,Air Freight
freight_flight-route_type_na-distance_medium_haul_gt_1000km_lt_3700km-weight_na-rf_excluded-method_en16258-aircraft_type_belly_freight-distance_uplift_excluded,Medium haul air freight (1000-3700 km) - Belly freight - EN16258,Air Freight
freight_flight-route_type_na-distance_medium_haul_gt_1000km_lt_3700km-weight_na-rf_excluded-method_en16258-aircraft_type_freighter-distance_uplift_excluded,Medium haul air freight (1000-3700 km) - Freighter - EN16258,Air Freight
freight_flight-route_type_na-distance_medium_haul_gt_1000km_lt_3700km-weight_na-rf_excluded-method_en16258-aircraft_type_na-distance_uplift_excluded,Medium haul air freight (1000-3700 km) - EN16258,Air Freight
freight_flight-route_type_na-distance_medium_haul_gt_1000km_lt_3700km-weight_na-rf_excluded-method_iata_rp1678-aircraft_type_belly_freight-distance_uplift_included,Medium haul air freight (1000-3700 km) - Belly freight - IATA RP1678,Air Freight
freight_flight-route_type_na-distance_medium_haul_gt_1000km_lt_3700km-weight_na-rf_excluded-method_iata_rp1678-aircraft_type_freighter-distance_uplift_included,Medium haul air freight (1000-3700 km) - Freighter - IATA RP1678,Air Freight
freight_flight-route_type_na-distance_medium_haul_gt_1000km_lt_3700km-weight_na-rf_excluded-method_iata_rp1678-aircraft_type_na-distance_uplift_included,Medium haul air freight (1000-3700 km) - IATA RP1678,Air Freight
freight_flight-route_type_na-distance_short_haul_lt_1000km-weight_na-rf_excluded-method_en16258-aircraft_type_belly_freight-distance_uplift_excluded,Short haul air freight (< 1000 km) - Belly freight - EN16258,Air Freight
freight_flight-route_type_na-distance_short_haul_lt_1000km-weight_na-rf_excluded-method_en16258-aircraft_type_freighter-distance_uplift_excluded,Short haul air freight (< 1000 km) - Freighter - EN16258,Air Freight
freight_flight-route_type_na-distance_short_haul_lt_1000km-weight_na-rf_excluded-method_en16258-aircraft_type_na-distance_uplift_excluded,Short haul air freight (< 1000 km) - EN16258,Air Freight
