id,name,category
fuel-type_coal_and_coke_mixed-fuel_use_electricity_generation,Coal and coke mixed - electric power sector,Fuel
fuel-type_coal_and_coke_mixed-fuel_use_industrial,Coal and coke mixed - industrial sector,Fuel
fuel-type_coal_and_coke_mixed-fuel_use_industrial_coking,Coal and coke mixed - industrial coking,Fuel
fuel-type_coal_coke-fuel_use_stationary,Coal coke,Fuel
fuel-type_coal_coking_net-fuel_use_na,Coking coal (net CV),Fuel
fuel-type_coal_lignite-fuel_use_stationary,Lignite coal,Fuel
fuel-type_coal_sub_bituminous-fuel_use_stationary,Sub-bituminous coal,Fuel
fuel-type_coke_oven_gas-fuel_use_stationary,Coke oven gas,Fuel
fuel-type_ethane-fuel_use_stationary,Ethane,Fuel
fuel-type_ethylene-fuel_use_stationary,Ethylene,Fuel
fuel-type_fuel_gas-fuel_use_stationary,Fuel gas,Fuel
fuel-type_heavy_gas_oils-fuel_use_stationary,Heavy gas oils,Fuel
fuel-type_isobutane-fuel_use_stationary,Isobutane,Fuel
fuel-type_isobutylene-fuel_use_stationary,Isobutylene,Fuel
fuel-type_lng_net-fuel_use_na,Liquefied natural gas LNG (net CV),Fuel
fuel-type_lpg_net-fuel_use_na,Liquefied petroleum gas LPG (net CV),Fuel
fuel-type_lubricants-fuel_use_stationary,Lubricants,Fuel
fuel-type_lubricants_net-fuel_use_na,Lubricants (net CV),Fuel
fuel-type_methanol_bio_100_net-fuel_use_na,Methanol - bio (net CV),Fuel
fuel-type_naphtha_net-fuel_use_na,Naphtha (net CV),Fuel
fuel-type_naphtha_special-fuel_use_stationary,Special naphtha,Fuel
fuel-type_natural_gas-fuel_use_stationary,Natural gas,Fuel
fuel-type_natural_gasoline-fuel_use_stationary,Natural gasoline,Fuel
fuel-type_other_oil_gt_401degf-fuel_use_stationary,Other oil - >401 deg F,Fuel
fuel-type_pentanes_plus-fuel_use_stationary,Pentanes plus,Fuel
fuel-type_petrochemical_feedstocks-fuel_use_stationary,Petrochemical feedstocks,Fuel
fuel-type_petroleum_coke_net-fuel_use_na,Petroleum coke (net CV),Fuel
fuel-type_plastics-fuel_use_stationary,Plastics,Fuel
fuel-type_propane-fuel_use_stationary,Propane,Fuel
fuel-type_propane_gas-fuel_use_stationary,Propane gas,Fuel
fuel-type_propylene-fuel_use_stationary,Propylene,Fuel
fuel-type_refinery_misc_net-fuel_use_na,Refinery miscellaneous (net CV),Fuel
fuel-type_residual_fuel_oil_net-fuel_use_na,Processed fuel oils - residual oil (net CV),Fuel
fuel-type_residual_fuel_oil_no.6-fuel_use_stationary,Residual fuel oil no. 6,Fuel
fuel-type_solid_byproducts-fuel_use_stationary,Solid byproducts,Fuel
fuel-type_tires-fuel_use_stationary,Tires,Fuel
fuel-type_unfinished_oils-fuel_use_stationary,Unfinished oils,Fuel
fuel-type_used_oil-fuel_use_stationary,Used oil,Fuel
fuel-type_waste_solid_municipal-fuel_use_stationary,Municipal solid waste,Fuel
fugitive_gas-type_hfc_236fa,HFC-236fa,Refrigerants and Fugitive Gases
passenger_ferry-route_type_na-fuel_source_na,Ferry (average per passenger),Sea Travel
passenger_train-route_type_international_rail-fuel_source_na,International rail passenger train,Rail Travel
passenger_train-route_type_light_rail_and_tram-fuel_source_na,Light rail and tram passenger train,Rail Travel
passenger_train-route_type_national_rail-fuel_source_na,National rail passenger train,Rail Travel
passenger_vehicle-vehicle_type_car-fuel_source_cng-engine_size_na-vehicle_age_na-vehicle_weight_na,CNG car (average) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_car-fuel_source_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,Hybrid car (average) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_taxi-fuel_source_na-distance_na-engine_size_na,Regular taxi,Road Travel
passenger_vehicle-vehicle_type_van-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_lt_3.5t,Battery EV van (average up to 3.5 tonnes) - UK electricity for EVs,Vehicles
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_10000dwt-fuel_source_na,General cargo > 10000 dwt,Sea Freight
sea_freight-vessel_type_cargo-route_type_na-vessel_length_na-tonnage_gt_5000dwt_lt_9999dwt-fuel_source_na,General cargo 5000-9999 dwt,Sea Freight
sea_freight-vessel_type_container-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Container ship (average),Sea Freight
sea_freight-vessel_type_crude_tanker-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Crude tanker (average),Sea Freight
sea_freight-vessel_type_large_ropax_ferry-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Large RoPax ferry (average),Sea Freight
sea_freight-vessel_type_lng_tanker-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,LNG tanker (average),Sea Freight
sea_freight-vessel_type_lpg_tanker-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,LPG tanker (average),Sea Freight
sea_freight-vessel_type_products_tanker-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Products tanker (average),Sea Freight
sea_freight-vessel_type_refrigerated_cargo-route_type_na-vessel_length_na-tonnage_na-fuel_source_na,Refrigerated cargo (all dwt),Sea Freight
water_supply-type_na,Water supply,Water Supply
water_treatment-type_na,Water treatment,Water Treatment
electricity-supply_grid-source_residual_mix-supplier_american_electric_power_appalachian_power_company,Electricity supplied from grid - residual mix - supplier American Electric Power Appalachian Power Company,Electricity
electricity-supply_grid-source_residual_mix-supplier_american_electric_power_indiana_michigan_power_company,Electricity supplied from grid - residual mix - supplier American Electric Power Indiana Michigan Power Company,Electricity
electricity-supply_grid-source_residual_mix-supplier_black_hills_energy,Electricity supplied from grid - residual mix - supplier Black Hills Energy,Electricity
electricity-supply_grid-source_residual_mix-supplier_duke_energy_carolinas,Electricity supplied from grid - residual mix - supplier Duke Energy Carolinas,Electricity
electricity-supply_grid-source_residual_mix-supplier_duke_energy_progress,Electricity supplied from grid - residual mix - supplier Duke Energy Progress,Electricity
electricity-supply_grid-source_residual_mix-supplier_el_paso_electric_company,Electricity supplied from grid - residual mix - supplier El Paso Electric Company,Electricity
electricity-supply_grid-source_residual_mix-supplier_exelon_delmarva_power,Electricity supplied from grid - residual mix - supplier Exelon Delmarva Power,Electricity
electricity-supply_grid-source_residual_mix-supplier_exelon_pepco,Electricity supplied from grid - residual mix - supplier Exelon PEPCO,Electricity
electricity-supply_grid-source_residual_mix-supplier_northwestern_energy,Electricity supplied from grid - residual mix - supplier NorthWestern Energy,Electricity
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_appalachian_power_company,Electricity supplied from grid - supplier American Electric Power Appalachian Power Company,Electricity
electricity-supply_grid-source_supplier_mix-supplier_american_electric_power_indiana_michigan_power_company,Electricity supplied from grid - supplier American Electric Power Indiana Michigan Power Company,Electricity
electricity-supply_grid-source_supplier_mix-supplier_black_hills_energy,Electricity supplied from grid - supplier Black Hills Energy,Electricity
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_carolinas,Electricity supplied from grid - supplier Duke Energy Carolinas,Electricity
electricity-supply_grid-source_supplier_mix-supplier_duke_energy_progress,Electricity supplied from grid - supplier Duke Energy Progress,Electricity
electricity-supply_grid-source_supplier_mix-supplier_el_paso_electric_company,Electricity supplied from grid - supplier El Paso Electric Company,Electricity
electricity-supply_grid-source_supplier_mix-supplier_exelon_delmarva_power,Electricity supplied from grid - supplier Exelon Delmarva Power,Electricity
electricity-supply_grid-source_supplier_mix-supplier_exelon_pepco,Electricity supplied from grid - supplier Exelon PEPCO,Electricity
electricity-supply_grid-source_supplier_mix-supplier_northwestern_energy,Electricity supplied from grid - supplier NorthWestern Energy,Electricity
freight_flight-route_type_domestic-distance_na-weight_na-rf_excluded-distance_uplift_included,Domestic air freight - without RF effect,Air Freight
freight_flight-route_type_domestic-distance_na-weight_na-rf_included-distance_uplift_included,Domestic air freight - with RF effect,Air Freight
freight_flight-route_type_international-distance_long_haul_gt_3700km-weight_na-rf_excluded-distance_uplift_included,International air freight long haul - without RF effect,Air Freight
freight_flight-route_type_international-distance_long_haul_gt_3700km-weight_na-rf_included-distance_uplift_included,International air freight long haul - with RF effect,Air Freight
freight_flight-route_type_international-distance_short_haul_lt_3700km-weight_na-rf_excluded-distance_uplift_included,International air freight short haul - without RF effect,Air Freight
freight_flight-route_type_international-distance_short_haul_lt_3700km-weight_na-rf_included-distance_uplift_included,International air freight short haul - with RF effect,Air Freight
freight_flight-route_type_na-distance_na-weight_na-rf_na,Air transport services,Air Freight
freight_flight-route_type_outside_uk-distance_na-weight_na-rf_excluded-distance_uplift_included,Air freight outside UK - without RF effect,Air Freight
freight_flight-route_type_outside_uk-distance_na-weight_na-rf_included-distance_uplift_included,Air freight outside UK - with RF effect,Air Freight
freight_vehicle-vehicle_type_hgv-fuel_source_diesel-vehicle_weight_na-percentage_load_100,Road freight diesel HGV 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv-fuel_source_diesel-vehicle_weight_na-percentage_load_50,Road freight diesel HGV 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv-fuel_source_diesel-vehicle_weight_na-percentage_load_na,Road freight diesel HGV average laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_na,Road freight diesel articulated HGV (>3.5 - 33t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_na,Road freight diesel articulated HGV (>33t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_na-percentage_load_100,Road freight diesel articulated HGV 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_na-percentage_load_50,Road freight diesel articulated HGV 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated-fuel_source_diesel-vehicle_weight_na-percentage_load_na,Road freight diesel articulated HGV average laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_100,Road freight diesel refrigerated articulated HGV (>3.5t - 33t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_50,Road freight diesel refrigerated articulated HGV (>3.5t - 33t) 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_33t-percentage_load_na,Road freight diesel refrigerated articulated HGV (>3.5t - 33t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_100,Road freight diesel refrigerated articulated HGV (>33t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_50,Road freight diesel refrigerated articulated HGV (>33t) 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_gt_33t-percentage_load_na,Road freight diesel refrigerated articulated HGV (>33t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_100,Road freight diesel refrigerated articulated HGV 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_50,Road freight diesel refrigerated articulated HGV 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_articulated_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_na,Road freight diesel refrigerated articulated HGV average laden,Road Freight
freight_vehicle-vehicle_type_hgv_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_100,Road freight diesel refrigerated HGV 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_50,Road freight diesel refrigerated HGV 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_na,Road freight diesel refrigerated HGV average laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_gt_17t-percentage_load_na,Road freight diesel rigid HGV (>17t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_7.5t-percentage_load_na,Road freight diesel rigid HGV (>3.5 - 7.5 t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_gt_7.5t_lt_17t-percentage_load_na,Road freight diesel rigid HGV (>7.5 t-17 t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_na-percentage_load_100,Road freight diesel rigids HGV 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_na-percentage_load_50,Road freight diesel rigids HGV 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid-fuel_source_diesel-vehicle_weight_na-percentage_load_na,Road freight diesel rigids HGV average laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_gt_17t-percentage_load_100,Road freight diesel refrigerated rigid HGV (>17t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_gt_17t-percentage_load_50,Road freight diesel refrigerated rigid HGV (>17t) 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_gt_17t-percentage_load_na,Road freight diesel refrigerated rigid HGV (>17t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_7.5t-percentage_load_100,Road freight diesel refrigerated rigid HGV (3.5 t - 7.5 t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_7.5t-percentage_load_50,Road freight diesel refrigerated rigid HGV (3.5 t - 7.5 t) 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_gt_3.5t_lt_7.5t-percentage_load_na,Road freight diesel refrigerated rigid HGV(>3.5t - 7.5t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_gt_7.5t_lt_17t-percentage_load_100,Road freight diesel refrigerated rigid HGV (7.5 t - 17 t) 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_gt_7.5t_lt_17t-percentage_load_50,Road freight diesel refrigerated rigid HGV (>7.5t - 17t) 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_gt_7.5t_lt_17t-percentage_load_na,Road freight diesel refrigerated rigid HGV (>7.5t - 17t) average laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_100,Road freight diesel refrigerated rigid HGV 100% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_50,Road freight diesel refrigerated rigid HGV 50% laden,Road Freight
freight_vehicle-vehicle_type_hgv_rigid_refrig-fuel_source_diesel-vehicle_weight_na-percentage_load_na,Road freight diesel refrigerated rigid HGV average laden,Road Freight
freight_vehicle-vehicle_type_van-fuel_source_cng-vehicle_weight_lt_3.5t,CNG van (up to 3.5 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_diesel-vehicle_weight_gt_1.305t_lt_1.74t,Diesel van (1.305 to 1.74 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_diesel-vehicle_weight_gt_1.74t_lt_3.5t,Diesel van (1.74 to 3.5 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_diesel-vehicle_weight_lt_1.305t,Diesel van (up to 1.305 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_diesel-vehicle_weight_lt_3.5t,Diesel van (up to 3.5 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_lpg-vehicle_weight_lt_3.5t,LPG van (up to 3.5 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_na-vehicle_weight_lt_3.5t,Average van (up to 3.5 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_petrol-vehicle_weight_gt_1.305t_lt_1.74t,Petrol van (1.305 to 1.74 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_petrol-vehicle_weight_gt_1.74t_lt_3.5t,Petrol van (1.74 to 3.5 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_petrol-vehicle_weight_lt_1.305t,Petrol van (up to 1.305 tonnes),Road Freight
freight_vehicle-vehicle_type_van-fuel_source_petrol-vehicle_weight_lt_3.5t,Petrol van (up to 3.5 tonnes),Road Freight
fuel-type_aviation_gasoline_net-fuel_use_mobile_aviation,Aviation spirit (net CV),Fuel
fuel-type_aviation_turbine_fuel_net-fuel_use_mobile_aviation,Aviation turbine fuel (net CV),Fuel
fuel-type_burning_oil_net-fuel_use_na,Burning oil (net CV),Fuel
fuel-type_butane_net-fuel_use_na,Butane (net CV),Fuel
fuel-type_coal_anthracite-fuel_use_stationary,Anthracite coal,Fuel
fuel-type_coal_bituminous-fuel_use_stationary,Bituminous coal,Fuel
fuel-type_coal_home_produced_net-fuel_use_electricity_generation,Coal - electricity generation - home produced coal only (net CV),Fuel
fuel-type_coal_lignite-fuel_use_na,Lignite,Fuel
fuel-type_coal_net-fuel_use_domestic,Coal - domestic (net CV),Fuel
fuel-type_coal_net-fuel_use_electricity_generation,Coal - electricity generation (net CV),Fuel
fuel-type_coal_net-fuel_use_industrial,Coal - industrial (net CV),Fuel
fuel-type_diesel_net-fuel_use_na,Diesel - 100% mineral diesel (net CV),Fuel
fuel-type_distillate_fuel_oil_net-fuel_use_na,Processed fuel oils - distillate oil (net CV),Fuel
fuel-type_distillate_fuel_oil_no.1-fuel_use_stationary,Distillate fuel oil no. 1,Fuel
fuel-type_distillate_fuel_oil_no.4-fuel_use_stationary,Distillate fuel oil no. 4,Fuel
fuel-type_fuel_oil_net-fuel_use_na,Fuel oil (net CV),Fuel
fuel-type_gas_oil_net-fuel_use_na,Gas oil (net CV),Fuel
fuel-type_marine_fuel_oil_net-fuel_use_na,Marine fuel oil (net CV),Fuel
fuel-type_marine_gas_oil_net-fuel_use_na,Marine gas oil (net CV),Fuel
fuel-type_motor_gasoline_net-fuel_use_na,Petrol - 100% mineral petrol (net CV),Fuel
fuel-type_natural_gas_100_percent_mineral_blend-fuel_use_na,Natural gas (100% mineral blend),Fuel
fuel-type_natural_gas_bio_average_net-fuel_use_na,Natural gas - grid biogas blend (net CV),Fuel
fuel-type_other_petroleum_gas_net-fuel_use_na,Other petroleum gas (net CV),Fuel
fuel-type_propane_net-fuel_use_na,Propane (net CV),Fuel
fuel-type_residual_fuel_oil_no.5-fuel_use_stationary,Residual fuel oil no. 5,Fuel
fuel-type_waste_oils_net-fuel_use_na,Waste oils (net CV),Fuel
heat_and_steam-type_district_losses,District heat & steam distribution 5% loss,Heat and Steam
heat_and_steam-type_onsite,Onsite heat and steam,Heat and Steam
passenger_ferry-route_type_car_passenger-fuel_source_na,Ferry (passenger with car),Sea Travel
passenger_ferry-route_type_foot_passenger-fuel_source_na,Ferry (foot passenger),Sea Travel
passenger_flight-route_type_domestic-aircraft_type_na-distance_na-class_na-rf_excluded-distance_uplift_included,Domestic flight - without RF effect,Air Travel
passenger_flight-route_type_domestic-aircraft_type_na-distance_na-class_na-rf_included-distance_uplift_included,Domestic flight - with RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_business-rf_excluded-distance_uplift_included,International long-haul flight business - without RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_business-rf_included-distance_uplift_included,International long-haul flight business - with RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_economy-rf_excluded-distance_uplift_included,International long-haul flight economy - without RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_economy-rf_included-distance_uplift_included,International long-haul flight economy - with RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_first-rf_excluded-distance_uplift_included,International long-haul flight first class - without RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_first-rf_included-distance_uplift_included,International long-haul flight first class - with RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_na-rf_excluded-distance_uplift_included,International long-haul flight - without RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_na-rf_included-distance_uplift_included,International long-haul flight - with RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_premium_economy-rf_excluded-distance_uplift_included,International long-haul flight premium economy - without RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_long_haul_gt_3700km-class_premium_economy-rf_included-distance_uplift_included,International long-haul flight premium economy - with RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_short_haul_lt_3700km-class_business-rf_excluded-distance_uplift_included,International short-haul flight business - without RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_short_haul_lt_3700km-class_business-rf_included-distance_uplift_included,International short-haul flight business - with RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_short_haul_lt_3700km-class_economy-rf_excluded-distance_uplift_included,International short-haul flight economy - without RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_short_haul_lt_3700km-class_economy-rf_included-distance_uplift_included,International short-haul flight economy - with RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_short_haul_lt_3700km-class_na-rf_excluded-distance_uplift_included,International short-haul flight - without RF effect,Air Travel
passenger_flight-route_type_international-aircraft_type_na-distance_short_haul_lt_3700km-class_na-rf_included-distance_uplift_included,International short-haul flight - with RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_business-rf_excluded-distance_uplift_included,Flight outside UK business class - without RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_business-rf_included-distance_uplift_included,Flight outside UK business class - with RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_economy-rf_excluded-distance_uplift_included,Flight outside UK economy class - without RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_economy-rf_included-distance_uplift_included,Flight outside UK economy class - with RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_first-rf_excluded-distance_uplift_included,Flight outside UK first class - without RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_first-rf_included-distance_uplift_included,Flight outside UK first class - with RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_na-rf_excluded-distance_uplift_included,Flight outside UK - without RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_na-rf_included-distance_uplift_included,Flight outside UK - with RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_premium_economy-rf_excluded-distance_uplift_included,Flight outside UK premium economy class - without RF effect,Air Travel
passenger_flight-route_type_outside_uk-aircraft_type_na-distance_na-class_premium_economy-rf_included-distance_uplift_included,Flight outside UK premium economy class - with RF effect,Air Travel
passenger_train-route_type_underground-fuel_source_na,Underground passenger train,Rail Travel
passenger_vehicle-vehicle_type_black_cab-fuel_source_na-distance_na-engine_size_na,Black cab,Road Travel
passenger_vehicle-vehicle_type_bus-fuel_source_na-distance_na-engine_size_na,Bus,Road Travel
passenger_vehicle-vehicle_type_class_1_van-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV van (class 1) - UK electricity for EVs,Vehicles
passenger_vehicle-vehicle_type_class_2_van-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV van (class 2) - UK electricity for EVs,Vehicles
passenger_vehicle-vehicle_type_class_3_van-fuel_source_bev-engine_size_na-vehicle_age_na-vehicle_weight_na,Battery EV van (class 3) - UK electricity for EVs,Vehicles
passenger_vehicle-vehicle_type_coach-fuel_source_na-distance_na-engine_size_na,Coach,Road Travel
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (dual-purpose 4X4) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (dual-purpose 4X4) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (dual-purpose 4X4) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_dual_purpose_4x4_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (dual-purpose 4X4) - UK electricity T&D for EVs,Vehicles
passenger_vehicle-vehicle_type_executive_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (executive) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_executive_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (executive) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_executive_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (executive) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_executive_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (executive) - UK electricity T&D for EVs,Vehicles
passenger_vehicle-vehicle_type_large_car-fuel_source_cng-engine_size_na-vehicle_age_na-vehicle_weight_na,CNG car (large) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_large_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (large) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_large_car-fuel_source_hev-engine_size_na-vehicle_age_na-vehicle_weight_na,Hybrid car (large) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_large_car-fuel_source_lpg-engine_size_na-vehicle_age_na-vehicle_weight_na,LPG car (large) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_large_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (large) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_large_car-fuel_source_petrol-engine_size_na-vehicle_age_na-vehicle_weight_na,Petrol car (large) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_large_car-fuel_source_phev-engine_size_na-vehicle_age_na-vehicle_weight_na,PHEV car (large) - UK electricity T&D for EVs,Vehicles
passenger_vehicle-vehicle_type_local_bus_not_london-fuel_source_na-distance_na-engine_size_na,Local Bus (not London),Road Travel
passenger_vehicle-vehicle_type_lower_medium_car-fuel_source_diesel-engine_size_na-vehicle_age_na-vehicle_weight_na,Diesel car (lower medium) - Passenger vehicles,Vehicles
passenger_vehicle-vehicle_type_lower_medium_car-fuel_source_na-engine_size_na-vehicle_age_na-vehicle_weight_na,Car (lower medium) - Passenger vehicles,Vehicles
